,0%,15%,30%,45%,60%
0,-1.25910907381,0.0495345211906,45.7876377843,6.50510932237,0.496972982741
1,-1.15553925165,0.928518791452,21.0196321665,9.78611783697,0.51190440448
2,-1.42847070436,3.08919078559,20.5951895638,2.2606610721,-2.20668921458
3,-1.3431165278,1.8728571235,26.7040495146,12.65887068,0.530104346856
4,0.188734231671,4.84530394556,23.7700866917,20.9898628503,0.710977665104
5,0.206353439926,3.31849625765,26.5892713077,24.8857837693,0.13546884922
6,-0.369708462368,6.4165276746,27.063917914,9.85434838991,0.590699017909
7,-0.351068498251,0.720410704044,26.3157894737,4.78942030533,0.837788910874
8,0.682354527679,4.14957264957,37.1236789489,8.98735214576,1.39110314762
9,-0.236931533556,2.6278828057,21.7966060833,30.778339972,0.934606109898
